index,question,value,response,correct
0,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in MtCO2eq?,26.26," 36,475",False
1,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,1759821.67, 142293.0,False
2,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,1265617.0, 46633,False
3,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,354651.0, 112228,False
4,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,53299.67, 11.4%,False
5,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,898.52, 322,False
6,What is the average energy consumption from 2023 to 2022 among the following companies?,485951.83, 115527,False
7,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in Million metric tons of CO2 equivalents?,22.92, 1.94,False
8,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.07, 11.4%,False
9,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.38, 11.4%,False
10,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,1.32, 3.66,False
11,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2-eq?,1313193.0, 314533,False
12,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,3044201.0, 71218,False
13,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,1.88, 1.94,False
14,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,345650.0, 46633,False
15,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,0.28, 138339,False
16,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,898521.0, 322,False
