index,question,value,response,correct
0,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,otc_crerf,munich-re,False
1,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,60.1,"62.90, 57.30",False
2,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,deutsche-telekom-ag,deutsche-telekom-ag,True
3,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,vivendi,vivendi,True
4,Which company has the lowest total energy consumption over the last 2 years among the following companies in GWh?,prosiebensat1-media,prosiebensat1-media,True
5,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"otc_su, nyse_tte","otc_su, nyse_tte",True
6,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,deutsche-telekom-ag,deutsche-telekom-ag,True
7,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in kt?,"nyse_tte, otc_su","otc_su, nyse_tte",False
8,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,0.87,"0.29, 0.15",False
9,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,959708.0,"221606.00, 238357.00",False
10,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,4944652.5,5049144.00,False
11,Which company has the lowest total energy consumption over the last 3 years among the following companies in TJ?,otc_dpsgy,heidelberg-materials,False
12,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.9, 0.04","1.91, 1.89",False
13,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,otc_su,heidelberg-materials,False
14,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,7.92,87.00%,False
15,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,0.03,False
16,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_esocf,otc_esocf,True
17,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,25647984,"153,984.00",False
18,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"otc_crerf, otc_bamgf","otc_bamgf, otc_crerf",False
19,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"7.92, 6.0","6.00, 0.18",False
20,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,56.53,False
21,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,otc_bamgf,otc_bamgf,True
22,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32,0.06,False
23,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.05,average percentage of hazardous waste generated in 2023: 6.00%,False
24,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,otc_rwnef,munich-re,False
25,What is the lowest total energy consumption over the last 3 years among the following companies in TJ?,360126.0,329775.00,False
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,3.58,False
27,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,"axa, otc_adddf","925.00, 5160.00",False
28,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"4327.0, 21490.0","8.10, 8.20",False
29,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,21490.0,"21598.00, 11228.00",False
