index,question,value,response
0,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,OTC_CRERF,12.27586
1,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,60.1,Prompt too long
2,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,deutsche-telekom-ag,89149.0
3,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,vivendi,1.02011
4,Which company has the lowest total energy consumption over the last 2 years among the following companies in GWh?,prosiebensat1-media,313698.0
5,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"OTC_SU, NYSE_TTE",1436.0
6,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,deutsche-telekom-ag,1.0
7,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in kt?,"NYSE_TTE, OTC_SU",11422.0
8,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,0.87,1.08351
9,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,959708.0,Prompt too long
10,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,4944652.5,5049144.0
11,Which company has the lowest total energy consumption over the last 3 years among the following companies in TJ?,OTC_DPSGY,329775.0
12,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.9, 0.04",1.91
13,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,OTC_SU,0.18154
14,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,7.92,0.24
15,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,0.58671
16,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_ESOCF,0.57624
17,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,25647984,157449.0
18,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"OTC_CRERF, OTC_BAMGF",11.5
19,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"7.92, 6.0",26.0
20,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,3.03
21,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,OTC_BAMGF,778248.0
22,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32,0.32812
23,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.05,0.18182
24,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,OTC_RWNEF,69913.0
25,What is the lowest total energy consumption over the last 3 years among the following companies in TJ?,360126.0,329775.0
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,Prompt too long
