index,question,value,response,correct
0,What is the average total waste in tons for the years 2022 and 2023?,4710,4350.0,False
1,What is the increase in the amount of unsorted waste (in tons) from 2022 to 2023?,802,41,False
2,What is the sum of the total waste in tons for the years 2022 and 2023?,9420,7129.0,False
3,What is the percentage reduction in the amount of unsorted waste from 2022 to 2023?,29.09,-29.0,False
4,What is the difference in total waste (T) from 2022 to 2023?,720,1149,False
5,What is the average intensity of GHG emissions (Scope 1+2) of operated upstream oil and gas activities and on equity basis for the year 2022?,18,"<17.0>, <18.0>",False
6,What is the increase between the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities in 2023 and 2022?,-1,"<0.02>, <0.02>, <0.01>, <0.01>",False
7,What is the sum of intensity of GHG emissions (Scope 1+2) of operated upstream oil and gas activities and on equity basis for the year 2021?,36,90,False
8,What is the percentage reduction in the intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis from 2021 to 2023?,5.26,-0.02,False
9,What is the reduction between the intensity of methane emissions from operated oil and gas facilities (Upstream) in 2023 and 2021?,0.02,0.1,False
10,What is the percentage reduction in the intensity of methane emissions from operated oil and gas facilities (Upstream) when comparing the values from 2021 to 2022?,15.39,"<0.11>, <0.1>",False
11,"What is the average intensity of methane emissions from operated oil and gas facilities (Upstream) for the years 2023, 2022, 2021, and 2015?",0.14,"<0.11>, <0.11>, <0.13>, <0.23>",False
12,What is the increase in the intensity of methane emissions from operated oil and gas facilities (Upstream) between the years 2015 and 2022?,-0.12,"<0.1>, <0.11>",False
13,What is the average net primary energy consumption (in TWh) from the years 2015 to 2023?,155.17,157.0,False
14,What is the increase in renewable energy consumption (TWh) between the years 2021 and 2023?,1,2.0,False
15,What is the total sum of the net primary energy consumption (in TWh) from the years 2015 to 2023?,931,157.0,False
16,What is the percentage increase in the number of operated sites with annual consumption greater than 50 ktoe from 2020 to 2023?,2.38,0.064447,False
17,What is the reduction between the Global Energy Efficiency Indicator (GEEI) values for the years 2022 and 2020?,5.1,-1.7,False
18,What is the percentage decrease in the Global Energy Efficiency Indicator (GEEI) from 2015 to 2021?,4.85,7.3,False
19,What is the average value of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023?,87.92,86.666667,False
20,What is the decrease in the Global Energy Efficiency Indicator (GEEI) from 2019 to 2021?,1,-3.3,False
21,"What is the sum of the Global Energy Efficiency Indicator (GEEI) values for the years 2015, 2019, 2020, 2021, 2022, and 2023?",527.5,"<90.8>, <88.0>, <90.2>, <87.0>, <86.4>",False
22,What is the difference between the fresh water withdrawals (excluding open loop cooling water) and the fresh water consumption in 2021?,21,1.0,False
23,"What is the sum of the SO2 emissions, NOx emissions and NMVOC emissions for the year 2021?",133,48.0,False
24,What is the reduction in offshore continuous water discharges hydrocarbon content from the year 2020 to 2022?,-0.1,1.9,False
25,What is the increase in the percentage of sites that meet the target for offshore discharges quality from 2020 to 2021?,8,"<1.0>, <3.0>",False
26,What is the average value of onshore continuous water discharges hydrocarbon content for the years 2021 and 2022?,2.2,1.875,False
27,What is the decrease in the lifecycle carbon intensity of energy products used by customers from 2022 to 2023?,1,-1,False
28,"What is the sum of the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities for the years 2023, 2022, 2021, and 2015?",72,"<17.0>, <17.0>, <19.0>, <21.0>",False
29,What is the difference between the total Scope 3 GHG emissions and those related to Europe alone in 2015?,154,135,False
30,What is the percentage decrease in the GHG emissions from Gas in 2023 compared to 2022?,4.62,-13,False
31,What is the sum of GHG emissions from Biofuels and Gas in 2022?,134,194,False
32,What is the average between GHG emissions from Biofuels and Gas in 2022?,192,106,False
33,What is the difference between GHG emissions from Oil in 2015 compared to the emissions from Gas in the same year?,290,21,False
34,What is the sum of gas-related GHG emissions and petroleum products emissions for the year 2015?,410,350.0,False
35,What is the percentage increase in indirect GHG emissions from gas between the years 2021 and 2023?,7.83,-0.134361,False
36,"What is the total of the indirect GHG emissions from gas for the years 2023, 2022, 2021, and 2015?",429,"<124.0>, <115.0>, <105.0>, <95.0>",False
37,What is the average lifecycle carbon intensity of energy products sold between the years 2021 and 2023?,88.33,88.999993,False
38,"What is the difference between the indirect GHG emissions from ""Cat 1 Purchased goods and services"" in 2022 and ""Cat 9 Downstream transportation"" in the same year?",29,9,False
39,"What is the total estimate of indirect GHG emissions from the categories of Purchased goods and services, Fuel-and-energy-related activities, Upstream transportation, Downstream transportation, Processing of sold products, Use of sold products, and End of life treatment of sold products for the year 2023?",410,"<381.0>, <4.0>, <8.0>, <1.0>, <355.0>, <11.0>, <10.0>",False
40,"What is the percentage increase in indirect GHG emissions from the category ""Cat 3 Fuel-and-energy-related activities"" when comparing the values for the years 2023 and 2022?",33.33,0.308696,False
41,"What is the reduction in indirect GHG emissions from the category ""Upstream transportation"" when comparing the values for the years 2022 and 2023?",1,"<3.0>, <2.0>",False
42,"What is the sum of the indirect GHG emissions for the category ""Downstream transportation"" in the years 2022 and 2023?",2,"<1.0>, <8.0>",False
43,"What is the average of the GHG emissions in Mt CO2e for ""End of life treatment of sold products"" and ""Waste generated in operations"" for the year 2023?",5.5,"<1.0>, <1.0>",False
44,"What is the average of the indirect GHG emissions from ""Cat 3 Fuel-and-energy-related activities"" for the years 2022 and 2023?",3.5,"<3.0>, <4.0>",False
45,What is the reduction in indirect GHG emissions from upstream transportation between the years 2022 and 2023?,1,"<3>, <8>",False
46,"What is the sum of indirect GHG emissions from the category ""Purchased goods and services"" for the years 2022 and 2023?",57,"<30.0>, <27.0>",False
47,What is the average of indirect GHG emissions in Mt CO2e for the upstream and downstream transportation for the year 2022?,5,9.0,False
48,"What is the total amount of indirect GHG emissions (in Mt CO2e) for the year 2023, calculated by summing all the reported values in the table, excluding values less than 1 and any unspecified values?",414,381.0,False
49,What is the difference between the total volume of processed waste compared to the non-hazardous waste in 2019?,287,-162,False
50,What is the percentage reduction in the volume of hazardous waste from 2019 to 2020?,31.25,-38,False
51,What is the percentage reduction in the volume of non-hazardous waste from 2019 to 2021?,10.67,-13,False
52,What is the reduction in the volume of hazardous waste from 2020 to 2022?,22,-198.0,False
53,What is the average waste percentage reuse from 2019 to 2023?,61.4,60.727273,False
54,What is the average amount of hazardous waste processed in the years 2021 and 2023?,183.5,176.0,False
55,What is the average of the indirect GHG Scope 3 emissions in Mt CO2e from 2020 to 2023?,386,389.333333,False
56,What is the difference between the total Scope 3 indirect GHG emissions in 2023 and the emissions produced in Europe in the same year?,139,-15,False
57,What is the difference between emissions derived from petroleum and gas products in 2015?,290,350.0,False
58,What is the percentage reduction of Scope 3 GHG emissions from 2022 to 2023?,8.74,-3.355556,False
59,What is the average of the indirect GHG emissions in Mt CO2e from petroleum products and gas in 2019?,207.5,232,False
60,What is the sum of scope 3 GHG emissions in the last 3 years?,1144,389.0,False
61,What is the percentage difference in indirect GHG emissions from gas in 2022 compared to the emissions from biofuels in the same year?,96.92,0.195233,False
62,"What is the average of indirect GHG emissions from petroleum, biofuels and gas in 2023?",118.33,389.333333,False
63,What is the percentage reduction of indirect GHG emissions from petroleum products in 2023 compared to 2022?,10.63,-35.0,False
