index,question,value,response,correct
0,What was the overall energy usage by the organization in millions of GJ for the year 2023?,516.2,516.2,True
1,What was the amount of electricity generated from renewable sources in GWh during 2022?,2836,4.242,False
3,What was the volume of electricity exported to other companies in millions of GJ for the year 2023?,192.7,192.7,True
4,What was the value of the energy intensity index for the organization in 2023?,123,123.0,True
5,What was the overall energy usage derived from renewable sources in millions of GJ for the year 2021?,1.5,1.3,False
6,What was the overall energy usage by the organization in millions of GJ for the year 2022?,503.2,516.2,False
7,What was the volume of heat sold to other companies in millions of GJ for the year 2023?,5.2,5.2,True
9,What was the amount of electricity generated from renewable sources in GWh during the year 2021?,1.166,4.242,False
20,What was the overall volume of water withdrawn in 2023 (in million cubic meters)?,1224,1224.0,True
21,What was the volume of seawater extracted in 2022 (in million cubic meters)?,1283,1533.0,False
22,What was the total amount of freshwater extracted in 2021 measured in million cubic meters?,117,117.0,True
23,What was the total amount of water extracted from surface water sources in 2023 measured in million m3?,97,97.0,True
24,What was the volume of water extracted from underground sources in 2022 measured in million cubic meters?,17,14.0,False
25,What was the overall water discharge for the year 2023 (in million cubic meters)?,1118,1118.0,True
26,What was the overall amount of freshwater released in regions experiencing water stress in 2022 (million m3)?,18.8,18.8,True
27,What was the overall water usage in 2023 measured in million cubic meters?,128,1224.0,False
28,What was the total water usage noted in regions experiencing water stress in 2021 (million m3)?,34.3,128.0,False
29,What was the overall amount of water discharged in regions experiencing water stress in 2023 measured in million m3?,25.3,1883.0,False
30,How many species are recorded on the IUCN Red List that have habitats in regions impacted by the organization's activities in 2023?,1,1.0,True
31,What is the number of KBAs located in regions impacted by the organization's activities in 2023?,8,15.0,False
32,How many Natura 2000 sites are located within regions impacted by the organization's activities in 2023?,11,49.0,False
33,How many Other Protected Areas are located within regions impacted by the organization's activities in 2023?,12,12.0,True
34,What is the number of Ramsar sites located in regions impacted by the organization's activities in 2023?,2,2.0,True
36,What was the overall figure for direct GHG emissions (Scope 1) in million tonnes of CO2 equivalent for the year 2023?,38.69,38.69,True
37,What was the amount of CO2 equivalent emissions from indirect energy use (Scope 2) in the year 2023?,0.73,0.73,True
41,What was the total direct GHG emissions (Scope 1) in million tonnes of CO2 equivalent for the year 2022?,39.39,39.39,True
42,What was the overall figure for indirect GHG emissions (Scope 2) in million tonnes of CO2 equivalent for the year 2021?,0.81,0.73,False
43,What was the amount of indirect GHG emissions in million tonnes of CO2 equivalent resulting from energy use (Scope 2) in 2022?,0.79,0.73,False
44,What was the total direct methane emissions (Scope 1) measured in thousands of tonnes for the year 2023?,39.1,54.5,False
45,What was the overall electricity generation from renewable sources in GWh for the year 2022?,2863,4.242,False
